id|nazwa|woj_id|województwo|pow_id|powiat|rodzaj
081201|Sława|08|lubuskie|0812|wschowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
081202|Szlichtyngowa|08|lubuskie|0812|wschowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
081203|Wschowa|08|lubuskie|0812|wschowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
086101|"Gorzów Wielkopolski"|08|lubuskie|0861|"Gorzów Wielkopolski"|"gmina miejska"
086201|"Zielona Góra"|08|lubuskie|0862|"Zielona Góra"|"gmina miejska"
100101|Bełchatów|10|łódzkie|1001|bełchatowski|"gmina miejska"
100102|Bełchatów|10|łódzkie|1001|bełchatowski|"gmina wiejska"
100103|Drużbice|10|łódzkie|1001|bełchatowski|"gmina wiejska"
100104|Kleszczów|10|łódzkie|1001|bełchatowski|"gmina wiejska"
100105|Kluki|10|łódzkie|1001|bełchatowski|"gmina wiejska"
100106|Rusiec|10|łódzkie|1001|bełchatowski|"gmina wiejska"
100107|Szczerców|10|łódzkie|1001|bełchatowski|"gmina wiejska"
100108|Zelów|10|łódzkie|1001|bełchatowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
100201|Kutno|10|łódzkie|1002|kutnowski|"gmina miejska"
100202|Bedlno|10|łódzkie|1002|kutnowski|"gmina wiejska"
100203|Dąbrowice|10|łódzkie|1002|kutnowski|"gmina wiejska"
100204|Krośniewice|10|łódzkie|1002|kutnowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
100205|Krzyżanów|10|łódzkie|1002|kutnowski|"gmina wiejska"
100206|Kutno|10|łódzkie|1002|kutnowski|"gmina wiejska"
100207|Łanięta|10|łódzkie|1002|kutnowski|"gmina wiejska"
100208|"Nowe Ostrowy"|10|łódzkie|1002|kutnowski|"gmina wiejska"
100209|Oporów|10|łódzkie|1002|kutnowski|"gmina wiejska"
100210|Strzelce|10|łódzkie|1002|kutnowski|"gmina wiejska"
100211|Żychlin|10|łódzkie|1002|kutnowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
100301|Buczek|10|łódzkie|1003|łaski|"gmina wiejska"
100302|Łask|10|łódzkie|1003|łaski|"gmina miejsko-wiejska, miasto, obszar wiejski"
100303|Sędziejowice|10|łódzkie|1003|łaski|"gmina wiejska"
100304|Widawa|10|łódzkie|1003|łaski|"gmina wiejska"
100305|Wodzierady|10|łódzkie|1003|łaski|"gmina wiejska"
100401|Łęczyca|10|łódzkie|1004|łęczycki|"gmina miejska"
100402|Daszyna|10|łódzkie|1004|łęczycki|"gmina wiejska"
100403|"Góra Świętej Małgorzaty"|10|łódzkie|1004|łęczycki|"gmina wiejska"
100404|Grabów|10|łódzkie|1004|łęczycki|"gmina wiejska"
100405|Łęczyca|10|łódzkie|1004|łęczycki|"gmina wiejska"
100406|Piątek|10|łódzkie|1004|łęczycki|"gmina wiejska"
100407|"Świnice Warckie"|10|łódzkie|1004|łęczycki|"gmina wiejska"
100408|Witonia|10|łódzkie|1004|łęczycki|"gmina wiejska"
100501|Łowicz|10|łódzkie|1005|łowicki|"gmina miejska"
100502|Bielawy|10|łódzkie|1005|łowicki|"gmina wiejska"
100503|Chąśno|10|łódzkie|1005|łowicki|"gmina wiejska"
100504|Domaniewice|10|łódzkie|1005|łowicki|"gmina wiejska"
100505|Kiernozia|10|łódzkie|1005|łowicki|"gmina wiejska"
100506|"Kocierzew Południowy"|10|łódzkie|1005|łowicki|"gmina wiejska"
100507|Łowicz|10|łódzkie|1005|łowicki|"gmina wiejska"
100508|Łyszkowice|10|łódzkie|1005|łowicki|"gmina wiejska"
100509|Nieborów|10|łódzkie|1005|łowicki|"gmina wiejska"
100510|Zduny|10|łódzkie|1005|łowicki|"gmina wiejska"
100602|Andrespol|10|łódzkie|1006|"łódzki wschodni"|"gmina wiejska"
100603|Brójce|10|łódzkie|1006|"łódzki wschodni"|"gmina wiejska"
100607|Koluszki|10|łódzkie|1006|"łódzki wschodni"|"gmina miejsko-wiejska, miasto, obszar wiejski"
100608|Nowosolna|10|łódzkie|1006|"łódzki wschodni"|"gmina wiejska"
100610|Rzgów|10|łódzkie|1006|"łódzki wschodni"|"gmina miejsko-wiejska, miasto, obszar wiejski"
100611|Tuszyn|10|łódzkie|1006|"łódzki wschodni"|"gmina miejsko-wiejska, miasto, obszar wiejski"
100701|Białaczów|10|łódzkie|1007|opoczyński|"gmina wiejska"
100702|Drzewica|10|łódzkie|1007|opoczyński|"gmina miejsko-wiejska, miasto, obszar wiejski"
100703|Mniszków|10|łódzkie|1007|opoczyński|"gmina wiejska"
100704|Opoczno|10|łódzkie|1007|opoczyński|"gmina miejsko-wiejska, miasto, obszar wiejski"
100705|Paradyż|10|łódzkie|1007|opoczyński|"gmina wiejska"
100706|Poświętne|10|łódzkie|1007|opoczyński|"gmina wiejska"
100707|Sławno|10|łódzkie|1007|opoczyński|"gmina wiejska"
100708|Żarnów|10|łódzkie|1007|opoczyński|"gmina wiejska"
100801|"Konstantynów Łódzki"|10|łódzkie|1008|pabianicki|"gmina miejska"
100802|Pabianice|10|łódzkie|1008|pabianicki|"gmina miejska"
100803|Dłutów|10|łódzkie|1008|pabianicki|"gmina wiejska"
100804|Dobroń|10|łódzkie|1008|pabianicki|"gmina wiejska"
100805|Ksawerów|10|łódzkie|1008|pabianicki|"gmina wiejska"
100806|Lutomiersk|10|łódzkie|1008|pabianicki|"gmina wiejska"
100807|Pabianice|10|łódzkie|1008|pabianicki|"gmina wiejska"
100901|Działoszyn|10|łódzkie|1009|pajęczański|"gmina miejsko-wiejska, miasto, obszar wiejski"
100902|Kiełczygłów|10|łódzkie|1009|pajęczański|"gmina wiejska"
100903|"Nowa Brzeźnica"|10|łódzkie|1009|pajęczański|"gmina wiejska"
100904|Pajęczno|10|łódzkie|1009|pajęczański|"gmina miejsko-wiejska, miasto, obszar wiejski"
100905|Rząśnia|10|łódzkie|1009|pajęczański|"gmina wiejska"
100906|Siemkowice|10|łódzkie|1009|pajęczański|"gmina wiejska"
100907|"Strzelce Wielkie"|10|łódzkie|1009|pajęczański|"gmina wiejska"
100908|Sulmierzyce|10|łódzkie|1009|pajęczański|"gmina wiejska"
101001|Aleksandrów|10|łódzkie|1010|piotrkowski|"gmina wiejska"
101002|Czarnocin|10|łódzkie|1010|piotrkowski|"gmina wiejska"
101003|Gorzkowice|10|łódzkie|1010|piotrkowski|"gmina wiejska"
101004|Grabica|10|łódzkie|1010|piotrkowski|"gmina wiejska"
101005|"Łęki Szlacheckie"|10|łódzkie|1010|piotrkowski|"gmina wiejska"
101006|Moszczenica|10|łódzkie|1010|piotrkowski|"gmina wiejska"
101007|Ręczno|10|łódzkie|1010|piotrkowski|"gmina wiejska"
101008|Rozprza|10|łódzkie|1010|piotrkowski|"gmina wiejska"
101009|Sulejów|10|łódzkie|1010|piotrkowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
101010|"Wola Krzysztoporska"|10|łódzkie|1010|piotrkowski|"gmina wiejska"
101011|Wolbórz|10|łódzkie|1010|piotrkowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
101101|Dalików|10|łódzkie|1011|poddębicki|"gmina wiejska"
101102|Pęczniew|10|łódzkie|1011|poddębicki|"gmina wiejska"
101103|Poddębice|10|łódzkie|1011|poddębicki|"gmina miejsko-wiejska, miasto, obszar wiejski"
101104|Uniejów|10|łódzkie|1011|poddębicki|"gmina miejsko-wiejska, miasto, obszar wiejski"
101105|Wartkowice|10|łódzkie|1011|poddębicki|"gmina wiejska"
101106|Zadzim|10|łódzkie|1011|poddębicki|"gmina wiejska"
101201|Radomsko|10|łódzkie|1012|radomszczański|"gmina miejska"
101202|Dobryszyce|10|łódzkie|1012|radomszczański|"gmina wiejska"
101203|Gidle|10|łódzkie|1012|radomszczański|"gmina wiejska"
101204|Gomunice|10|łódzkie|1012|radomszczański|"gmina wiejska"
101205|Kamieńsk|10|łódzkie|1012|radomszczański|"gmina miejsko-wiejska, miasto, obszar wiejski"
101206|"Kobiele Wielkie"|10|łódzkie|1012|radomszczański|"gmina wiejska"
101207|Kodrąb|10|łódzkie|1012|radomszczański|"gmina wiejska"
101208|"Lgota Wielka"|10|łódzkie|1012|radomszczański|"gmina wiejska"
101209|Ładzice|10|łódzkie|1012|radomszczański|"gmina wiejska"
101210|Masłowice|10|łódzkie|1012|radomszczański|"gmina wiejska"
101211|Przedbórz|10|łódzkie|1012|radomszczański|"gmina miejsko-wiejska, miasto, obszar wiejski"
101212|Radomsko|10|łódzkie|1012|radomszczański|"gmina wiejska"
101213|Wielgomłyny|10|łódzkie|1012|radomszczański|"gmina wiejska"
101214|Żytno|10|łódzkie|1012|radomszczański|"gmina wiejska"
101301|"Rawa Mazowiecka"|10|łódzkie|1013|rawski|"gmina miejska"
101302|"Biała Rawska"|10|łódzkie|1013|rawski|"gmina miejsko-wiejska, miasto, obszar wiejski"
101303|Cielądz|10|łódzkie|1013|rawski|"gmina wiejska"
101304|"Rawa Mazowiecka"|10|łódzkie|1013|rawski|"gmina wiejska"
101305|Regnów|10|łódzkie|1013|rawski|"gmina wiejska"
101306|Sadkowice|10|łódzkie|1013|rawski|"gmina wiejska"
101401|Sieradz|10|łódzkie|1014|sieradzki|"gmina miejska"
101402|Błaszki|10|łódzkie|1014|sieradzki|"gmina miejsko-wiejska, miasto, obszar wiejski"
101403|Brąszewice|10|łódzkie|1014|sieradzki|"gmina wiejska"
101404|Brzeźnio|10|łódzkie|1014|sieradzki|"gmina wiejska"
101405|Burzenin|10|łódzkie|1014|sieradzki|"gmina wiejska"
101406|Goszczanów|10|łódzkie|1014|sieradzki|"gmina wiejska"
101407|Klonowa|10|łódzkie|1014|sieradzki|"gmina wiejska"
101408|Sieradz|10|łódzkie|1014|sieradzki|"gmina wiejska"
101409|Warta|10|łódzkie|1014|sieradzki|"gmina miejsko-wiejska, miasto, obszar wiejski"
101410|Wróblew|10|łódzkie|1014|sieradzki|"gmina wiejska"
101411|Złoczew|10|łódzkie|1014|sieradzki|"gmina miejsko-wiejska, miasto, obszar wiejski"
101501|Bolimów|10|łódzkie|1015|skierniewicki|"gmina wiejska"
101502|Głuchów|10|łódzkie|1015|skierniewicki|"gmina wiejska"
101503|Godzianów|10|łódzkie|1015|skierniewicki|"gmina wiejska"
101504|Kowiesy|10|łódzkie|1015|skierniewicki|"gmina wiejska"
101505|"Lipce Reymontowskie"|10|łódzkie|1015|skierniewicki|"gmina wiejska"
101506|Maków|10|łódzkie|1015|skierniewicki|"gmina wiejska"
101507|"Nowy Kawęczyn"|10|łódzkie|1015|skierniewicki|"gmina wiejska"
101508|Skierniewice|10|łódzkie|1015|skierniewicki|"gmina wiejska"
101509|Słupia|10|łódzkie|1015|skierniewicki|"gmina wiejska"
101601|"Tomaszów Mazowiecki"|10|łódzkie|1016|tomaszowski|"gmina miejska"
101602|Będków|10|łódzkie|1016|tomaszowski|"gmina wiejska"
101603|Budziszewice|10|łódzkie|1016|tomaszowski|"gmina wiejska"
101604|Czerniewice|10|łódzkie|1016|tomaszowski|"gmina wiejska"
101605|Inowłódz|10|łódzkie|1016|tomaszowski|"gmina wiejska"
101606|Lubochnia|10|łódzkie|1016|tomaszowski|"gmina wiejska"
101607|Rokiciny|10|łódzkie|1016|tomaszowski|"gmina wiejska"
101608|Rzeczyca|10|łódzkie|1016|tomaszowski|"gmina wiejska"
101609|"Tomaszów Mazowiecki"|10|łódzkie|1016|tomaszowski|"gmina wiejska"
101610|Ujazd|10|łódzkie|1016|tomaszowski|"gmina wiejska"
101611|Żelechlinek|10|łódzkie|1016|tomaszowski|"gmina wiejska"
101701|Biała|10|łódzkie|1017|wieluński|"gmina wiejska"
101702|Czarnożyły|10|łódzkie|1017|wieluński|"gmina wiejska"
101703|Konopnica|10|łódzkie|1017|wieluński|"gmina wiejska"
101704|Mokrsko|10|łódzkie|1017|wieluński|"gmina wiejska"
101705|Osjaków|10|łódzkie|1017|wieluński|"gmina wiejska"
101706|Ostrówek|10|łódzkie|1017|wieluński|"gmina wiejska"
101707|Pątnów|10|łódzkie|1017|wieluński|"gmina wiejska"
101708|Skomlin|10|łódzkie|1017|wieluński|"gmina wiejska"
101709|Wieluń|10|łódzkie|1017|wieluński|"gmina miejsko-wiejska, miasto, obszar wiejski"
101710|Wierzchlas|10|łódzkie|1017|wieluński|"gmina wiejska"
101801|Bolesławiec|10|łódzkie|1018|wieruszowski|"gmina wiejska"
101802|Czastary|10|łódzkie|1018|wieruszowski|"gmina wiejska"
101803|Galewice|10|łódzkie|1018|wieruszowski|"gmina wiejska"
101804|Lututów|10|łódzkie|1018|wieruszowski|"gmina wiejska"
101805|Łubnice|10|łódzkie|1018|wieruszowski|"gmina wiejska"
101806|Sokolniki|10|łódzkie|1018|wieruszowski|"gmina wiejska"
101807|Wieruszów|10|łódzkie|1018|wieruszowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
101901|"Zduńska Wola"|10|łódzkie|1019|zduńskowolski|"gmina miejska"
101902|Szadek|10|łódzkie|1019|zduńskowolski|"gmina miejsko-wiejska, miasto, obszar wiejski"
101903|Zapolice|10|łódzkie|1019|zduńskowolski|"gmina wiejska"
101904|"Zduńska Wola"|10|łódzkie|1019|zduńskowolski|"gmina wiejska"
102001|Głowno|10|łódzkie|1020|zgierski|"gmina miejska"
102002|Ozorków|10|łódzkie|1020|zgierski|"gmina miejska"
102003|Zgierz|10|łódzkie|1020|zgierski|"gmina miejska"
102004|"Aleksandrów Łódzki"|10|łódzkie|1020|zgierski|"gmina miejsko-wiejska, miasto, obszar wiejski"
102005|Głowno|10|łódzkie|1020|zgierski|"gmina wiejska"
102006|Ozorków|10|łódzkie|1020|zgierski|"gmina wiejska"
102007|Parzęczew|10|łódzkie|1020|zgierski|"gmina wiejska"
102008|Stryków|10|łódzkie|1020|zgierski|"gmina miejsko-wiejska, miasto, obszar wiejski"
102009|Zgierz|10|łódzkie|1020|zgierski|"gmina wiejska"
102101|Brzeziny|10|łódzkie|1021|brzeziński|"gmina miejska"
102102|Brzeziny|10|łódzkie|1021|brzeziński|"gmina wiejska"
102103|Dmosin|10|łódzkie|1021|brzeziński|"gmina wiejska"
102104|Jeżów|10|łódzkie|1021|brzeziński|"gmina wiejska"
102105|Rogów|10|łódzkie|1021|brzeziński|"gmina wiejska"
106101|Łódź|10|łódzkie|1061|Łódź|"gmina miejska"
106102|Łódź-Bałuty|10|łódzkie|1061|Łódź|delegatura
106103|Łódź-Górna|10|łódzkie|1061|Łódź|delegatura
106104|Łódź-Polesie|10|łódzkie|1061|Łódź|delegatura
106105|Łódź-Śródmieście|10|łódzkie|1061|Łódź|delegatura
106106|Łódź-Widzew|10|łódzkie|1061|Łódź|delegatura
106201|"Piotrków Trybunalski"|10|łódzkie|1062|"Piotrków Trybunalski"|"gmina miejska"
106301|Skierniewice|10|łódzkie|1063|Skierniewice|"gmina miejska"
120101|Bochnia|12|małopolskie|1201|bocheński|"gmina miejska"
120102|Bochnia|12|małopolskie|1201|bocheński|"gmina wiejska"
120103|Drwinia|12|małopolskie|1201|bocheński|"gmina wiejska"
120104|"Lipnica Murowana"|12|małopolskie|1201|bocheński|"gmina wiejska"
120105|Łapanów|12|małopolskie|1201|bocheński|"gmina wiejska"
120106|"Nowy Wiśnicz"|12|małopolskie|1201|bocheński|"gmina miejsko-wiejska, miasto, obszar wiejski"
120107|Rzezawa|12|małopolskie|1201|bocheński|"gmina wiejska"
120108|Trzciana|12|małopolskie|1201|bocheński|"gmina wiejska"
120109|Żegocina|12|małopolskie|1201|bocheński|"gmina wiejska"
120201|Borzęcin|12|małopolskie|1202|brzeski|"gmina wiejska"
120202|Brzesko|12|małopolskie|1202|brzeski|"gmina miejsko-wiejska, miasto, obszar wiejski"
120203|Czchów|12|małopolskie|1202|brzeski|"gmina miejsko-wiejska, miasto, obszar wiejski"
120204|Dębno|12|małopolskie|1202|brzeski|"gmina wiejska"
120205|Gnojnik|12|małopolskie|1202|brzeski|"gmina wiejska"
120206|Iwkowa|12|małopolskie|1202|brzeski|"gmina wiejska"
120207|Szczurowa|12|małopolskie|1202|brzeski|"gmina wiejska"
120301|Alwernia|12|małopolskie|1203|chrzanowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
120302|Babice|12|małopolskie|1203|chrzanowski|"gmina wiejska"
120303|Chrzanów|12|małopolskie|1203|chrzanowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
120304|Libiąż|12|małopolskie|1203|chrzanowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
120305|Trzebinia|12|małopolskie|1203|chrzanowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
120401|Bolesław|12|małopolskie|1204|dąbrowski|"gmina wiejska"
120402|"Dąbrowa Tarnowska"|12|małopolskie|1204|dąbrowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
120403|Gręboszów|12|małopolskie|1204|dąbrowski|"gmina wiejska"
120404|Mędrzechów|12|małopolskie|1204|dąbrowski|"gmina wiejska"
120405|Olesno|12|małopolskie|1204|dąbrowski|"gmina wiejska"
120406|Radgoszcz|12|małopolskie|1204|dąbrowski|"gmina wiejska"
120407|Szczucin|12|małopolskie|1204|dąbrowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
120501|Gorlice|12|małopolskie|1205|gorlicki|"gmina miejska"
120502|Biecz|12|małopolskie|1205|gorlicki|"gmina miejsko-wiejska, miasto, obszar wiejski"
120503|Bobowa|12|małopolskie|1205|gorlicki|"gmina miejsko-wiejska, miasto, obszar wiejski"
120504|Gorlice|12|małopolskie|1205|gorlicki|"gmina wiejska"
120505|Lipinki|12|małopolskie|1205|gorlicki|"gmina wiejska"
120506|Łużna|12|małopolskie|1205|gorlicki|"gmina wiejska"
120507|Moszczenica|12|małopolskie|1205|gorlicki|"gmina wiejska"
120508|Ropa|12|małopolskie|1205|gorlicki|"gmina wiejska"
120509|Sękowa|12|małopolskie|1205|gorlicki|"gmina wiejska"
120510|"Uście Gorlickie"|12|małopolskie|1205|gorlicki|"gmina wiejska"
120601|Czernichów|12|małopolskie|1206|krakowski|"gmina wiejska"
120602|Igołomia-Wawrzeńczyce|12|małopolskie|1206|krakowski|"gmina wiejska"
120603|Iwanowice|12|małopolskie|1206|krakowski|"gmina wiejska"
120604|Jerzmanowice-Przeginia|12|małopolskie|1206|krakowski|"gmina wiejska"
120605|Kocmyrzów-Luborzyca|12|małopolskie|1206|krakowski|"gmina wiejska"
120606|Krzeszowice|12|małopolskie|1206|krakowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
120607|Liszki|12|małopolskie|1206|krakowski|"gmina wiejska"
120608|Michałowice|12|małopolskie|1206|krakowski|"gmina wiejska"
120609|Mogilany|12|małopolskie|1206|krakowski|"gmina wiejska"
120610|Skała|12|małopolskie|1206|krakowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
120611|Skawina|12|małopolskie|1206|krakowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
120612|Słomniki|12|małopolskie|1206|krakowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
120613|Sułoszowa|12|małopolskie|1206|krakowski|"gmina wiejska"
120614|"Świątniki Górne"|12|małopolskie|1206|krakowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
120615|"Wielka Wieś"|12|małopolskie|1206|krakowski|"gmina wiejska"
120616|Zabierzów|12|małopolskie|1206|krakowski|"gmina wiejska"
120617|Zielonki|12|małopolskie|1206|krakowski|"gmina wiejska"
120701|Limanowa|12|małopolskie|1207|limanowski|"gmina miejska"
120702|"Mszana Dolna"|12|małopolskie|1207|limanowski|"gmina miejska"
120703|Dobra|12|małopolskie|1207|limanowski|"gmina wiejska"
120704|Jodłownik|12|małopolskie|1207|limanowski|"gmina wiejska"
120705|Kamienica|12|małopolskie|1207|limanowski|"gmina wiejska"
120706|Laskowa|12|małopolskie|1207|limanowski|"gmina wiejska"
120707|Limanowa|12|małopolskie|1207|limanowski|"gmina wiejska"
120708|Łukowica|12|małopolskie|1207|limanowski|"gmina wiejska"
120709|"Mszana Dolna"|12|małopolskie|1207|limanowski|"gmina wiejska"
120710|Niedźwiedź|12|małopolskie|1207|limanowski|"gmina wiejska"
120711|Słopnice|12|małopolskie|1207|limanowski|"gmina wiejska"
120712|Tymbark|12|małopolskie|1207|limanowski|"gmina wiejska"
120801|Charsznica|12|małopolskie|1208|miechowski|"gmina wiejska"
120802|Gołcza|12|małopolskie|1208|miechowski|"gmina wiejska"
120803|Kozłów|12|małopolskie|1208|miechowski|"gmina wiejska"
120804|"Książ Wielki"|12|małopolskie|1208|miechowski|"gmina wiejska"
120805|Miechów|12|małopolskie|1208|miechowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
120806|Racławice|12|małopolskie|1208|miechowski|"gmina wiejska"
120807|Słaboszów|12|małopolskie|1208|miechowski|"gmina wiejska"
120901|Dobczyce|12|małopolskie|1209|myślenicki|"gmina miejsko-wiejska, miasto, obszar wiejski"
120902|Lubień|12|małopolskie|1209|myślenicki|"gmina wiejska"
120903|Myślenice|12|małopolskie|1209|myślenicki|"gmina miejsko-wiejska, miasto, obszar wiejski"
120904|Pcim|12|małopolskie|1209|myślenicki|"gmina wiejska"
120905|Raciechowice|12|małopolskie|1209|myślenicki|"gmina wiejska"
120906|Siepraw|12|małopolskie|1209|myślenicki|"gmina wiejska"
120907|Sułkowice|12|małopolskie|1209|myślenicki|"gmina miejsko-wiejska, miasto, obszar wiejski"
120908|Tokarnia|12|małopolskie|1209|myślenicki|"gmina wiejska"
120909|Wiśniowa|12|małopolskie|1209|myślenicki|"gmina wiejska"
121001|Grybów|12|małopolskie|1210|nowosądecki|"gmina miejska"
121002|Chełmiec|12|małopolskie|1210|nowosądecki|"gmina wiejska"
121003|"Gródek nad Dunajcem"|12|małopolskie|1210|nowosądecki|"gmina wiejska"
121004|Grybów|12|małopolskie|1210|nowosądecki|"gmina wiejska"
121005|"Kamionka Wielka"|12|małopolskie|1210|nowosądecki|"gmina wiejska"
121006|Korzenna|12|małopolskie|1210|nowosądecki|"gmina wiejska"
121007|Krynica-Zdrój|12|małopolskie|1210|nowosądecki|"gmina miejsko-wiejska, miasto, obszar wiejski"
121008|Łabowa|12|małopolskie|1210|nowosądecki|"gmina wiejska"
121009|Łącko|12|małopolskie|1210|nowosądecki|"gmina wiejska"
121010|"Łososina Dolna"|12|małopolskie|1210|nowosądecki|"gmina wiejska"
121011|Muszyna|12|małopolskie|1210|nowosądecki|"gmina miejsko-wiejska, miasto, obszar wiejski"
121012|Nawojowa|12|małopolskie|1210|nowosądecki|"gmina wiejska"
121013|Piwniczna-Zdrój|12|małopolskie|1210|nowosądecki|"gmina miejsko-wiejska, miasto, obszar wiejski"
121014|Podegrodzie|12|małopolskie|1210|nowosądecki|"gmina wiejska"
121015|Rytro|12|małopolskie|1210|nowosądecki|"gmina wiejska"
121016|"Stary Sącz"|12|małopolskie|1210|nowosądecki|"gmina miejsko-wiejska, miasto, obszar wiejski"
121101|"Nowy Targ"|12|małopolskie|1211|nowotarski|"gmina miejska"
121102|Szczawnica|12|małopolskie|1211|nowotarski|"gmina miejsko-wiejska, miasto, obszar wiejski"
121103|"Czarny Dunajec"|12|małopolskie|1211|nowotarski|"gmina wiejska"
121104|Czorsztyn|12|małopolskie|1211|nowotarski|"gmina wiejska"
121105|Jabłonka|12|małopolskie|1211|nowotarski|"gmina wiejska"
121106|"Krościenko nad Dunajcem"|12|małopolskie|1211|nowotarski|"gmina wiejska"
121107|"Lipnica Wielka"|12|małopolskie|1211|nowotarski|"gmina wiejska"
121108|"Łapsze Niżne"|12|małopolskie|1211|nowotarski|"gmina wiejska"
121109|"Nowy Targ"|12|małopolskie|1211|nowotarski|"gmina wiejska"
121110|"Ochotnica Dolna"|12|małopolskie|1211|nowotarski|"gmina wiejska"
121111|"Raba Wyżna"|12|małopolskie|1211|nowotarski|"gmina wiejska"
121112|Rabka-Zdrój|12|małopolskie|1211|nowotarski|"gmina miejsko-wiejska, miasto, obszar wiejski"
121113|Spytkowice|12|małopolskie|1211|nowotarski|"gmina wiejska"
121114|Szaflary|12|małopolskie|1211|nowotarski|"gmina wiejska"
121201|Bukowno|12|małopolskie|1212|olkuski|"gmina miejska"
121203|Bolesław|12|małopolskie|1212|olkuski|"gmina wiejska"
121204|Klucze|12|małopolskie|1212|olkuski|"gmina wiejska"
121205|Olkusz|12|małopolskie|1212|olkuski|"gmina miejsko-wiejska, miasto, obszar wiejski"
121206|Trzyciąż|12|małopolskie|1212|olkuski|"gmina wiejska"
121207|Wolbrom|12|małopolskie|1212|olkuski|"gmina miejsko-wiejska, miasto, obszar wiejski"
121301|Oświęcim|12|małopolskie|1213|oświęcimski|"gmina miejska"
121302|Brzeszcze|12|małopolskie|1213|oświęcimski|"gmina miejsko-wiejska, miasto, obszar wiejski"
121303|Chełmek|12|małopolskie|1213|oświęcimski|"gmina miejsko-wiejska, miasto, obszar wiejski"
121304|Kęty|12|małopolskie|1213|oświęcimski|"gmina miejsko-wiejska, miasto, obszar wiejski"
121305|Osiek|12|małopolskie|1213|oświęcimski|"gmina wiejska"
121306|Oświęcim|12|małopolskie|1213|oświęcimski|"gmina wiejska"
121307|"Polanka Wielka"|12|małopolskie|1213|oświęcimski|"gmina wiejska"
121308|Przeciszów|12|małopolskie|1213|oświęcimski|"gmina wiejska"
121309|Zator|12|małopolskie|1213|oświęcimski|"gmina miejsko-wiejska, miasto, obszar wiejski"
121401|Koniusza|12|małopolskie|1214|proszowicki|"gmina wiejska"
121402|Koszyce|12|małopolskie|1214|proszowicki|"gmina wiejska"
121403|"Nowe Brzesko"|12|małopolskie|1214|proszowicki|"gmina miejsko-wiejska, miasto, obszar wiejski"
121404|Pałecznica|12|małopolskie|1214|proszowicki|"gmina wiejska"
121405|Proszowice|12|małopolskie|1214|proszowicki|"gmina miejsko-wiejska, miasto, obszar wiejski"
121406|Radziemice|12|małopolskie|1214|proszowicki|"gmina wiejska"
121501|Jordanów|12|małopolskie|1215|suski|"gmina miejska"
121502|"Sucha Beskidzka"|12|małopolskie|1215|suski|"gmina miejska"
121503|Budzów|12|małopolskie|1215|suski|"gmina wiejska"
121504|Bystra-Sidzina|12|małopolskie|1215|suski|"gmina wiejska"
121505|Jordanów|12|małopolskie|1215|suski|"gmina wiejska"
121506|"Maków Podhalański"|12|małopolskie|1215|suski|"gmina miejsko-wiejska, miasto, obszar wiejski"
121507|Stryszawa|12|małopolskie|1215|suski|"gmina wiejska"
121508|Zawoja|12|małopolskie|1215|suski|"gmina wiejska"
121509|Zembrzyce|12|małopolskie|1215|suski|"gmina wiejska"
121601|Ciężkowice|12|małopolskie|1216|tarnowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
121602|Gromnik|12|małopolskie|1216|tarnowski|"gmina wiejska"
121603|"Lisia Góra"|12|małopolskie|1216|tarnowski|"gmina wiejska"
121604|Pleśna|12|małopolskie|1216|tarnowski|"gmina wiejska"
121605|Radłów|12|małopolskie|1216|tarnowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
121606|Ryglice|12|małopolskie|1216|tarnowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
121607|"Rzepiennik Strzyżewski"|12|małopolskie|1216|tarnowski|"gmina wiejska"
121608|Skrzyszów|12|małopolskie|1216|tarnowski|"gmina wiejska"
121609|Tarnów|12|małopolskie|1216|tarnowski|"gmina wiejska"
121610|Tuchów|12|małopolskie|1216|tarnowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
121611|Wierzchosławice|12|małopolskie|1216|tarnowski|"gmina wiejska"
121612|Wietrzychowice|12|małopolskie|1216|tarnowski|"gmina wiejska"
121613|Wojnicz|12|małopolskie|1216|tarnowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
